Temperature,Humidity,SquareFootage,Occupancy,HVACUsage,LightingUsage,RenewableEnergy,DayOfWeek,Holiday,Season,EnergyConsumption
18.818224925749067,77.90590219639932,2353.827577874304,1,On,On,21.333004313636632,Sunday,No,Rainy,77.1039298158747
30.107837354776656,26.369670388695532,2996.528093334841,8,On,Off,25.28767684362353,Thursday,Yes,Summer,76.80283837356278
18.768094170258422,88.07118076711534,1381.9480714771053,14,Off,Off,5.762949232239905,Saturday,Yes,Rainy,53.99065399133543
10.802447145503104,44.56493333691529,1109.9084715289014,1,On,On,36.410505389512046,Saturday,No,Winter,56.4805720820283
22.202705334749965,86.78583609784194,1360.4614284026206,3,Off,On,49.49453146396844,Wednesday,Yes,Rainy,31.397952639542183
39.933794016351186,36.03575281672292,1558.6779550755048,12,Off,Off,8.962699783700872,Friday,No,Summer,90.4625145455117
38.11966559566554,23.660876095963644,1218.2719022498782,13,Off,Off,45.0972072546796,Tuesday,Yes,Summer,62.81377350530531
7.240564343087728,47.593690287046144,1525.852796060097,13,Off,Off,18.835849339041722,Monday,No,Winter,46.15336822502816
26.090007832189826,78.53860889828641,1046.7582875499731,6,Off,On,26.555624696696693,Tuesday,No,Rainy,66.34278779812425
18.97258105155444,83.28758050847622,1916.5189711594394,12,On,Off,49.235205681639286,Saturday,No,Rainy,93.93718776058373
39.85134606333908,39.877039776689564,2728.7875305420566,0,On,On,5.596000535014794,Saturday,No,Summer,108.12897016804561
32.85120197125824,22.840442166122482,1240.4316493223184,0,Off,On,42.661822802201684,Friday,Yes,Summer,48.09689064307899
32.22539769846007,38.62142462661747,2214.3950554100456,6,On,Off,8.489958460577684,Sunday,Yes,Summer,64.33782814817633
20.822166149544096,71.36806913901098,1042.157830164978,12,Off,Off,7.561242618135172,Wednesday,No,Rainy,67.38845505205948
11.09119519688855,33.432281990141995,2666.585012485926,4,On,Off,22.845804366305156,Monday,Yes,Winter,44.883607380626465
10.639103804155393,32.87505976131923,2804.526505615482,3,Off,Off,40.66471501222422,Wednesday,Yes,Winter,30.0
11.933490763378435,40.86341778671551,1005.1776860193787,3,Off,On,45.79018092633,Monday,Yes,Winter,30.0
7.099268356495509,38.33881075995379,2609.0147695826636,2,On,On,20.519934954571482,Wednesday,No,Winter,63.38908159697645
21.21991249467853,72.17625168016997,1873.6369983981124,11,Off,On,37.20985282387345,Wednesday,No,Rainy,66.52266113468995
11.639572467659194,46.767150802519,2879.9755640441995,15,Off,Off,24.697710354091136,Monday,Yes,Winter,35.178881914867404
5.059708986998668,43.35078671014038,1057.2298612233535,14,On,Off,48.988266859733294,Sunday,No,Winter,64.23833754772029
22.652500445277013,84.97649925739942,1410.1023833657628,0,On,Off,8.030899271277757,Sunday,Yes,Rainy,49.15917798802606
9.91647922634315,48.381531635166084,1532.6270033415021,13,On,On,15.286389285907227,Monday,Yes,Winter,54.59898972852402
21.267085209604232,88.04503299861366,2489.3393046853434,2,On,Off,25.1181750849025,Wednesday,Yes,Rainy,43.23822294629736
13.204404466836815,30.064442422935983,1647.991248904103,12,Off,On,11.64582076833195,Friday,No,Winter,77.44577088847609
11.135413069155613,38.21272828958943,2555.4796996296745,15,On,Off,7.18783996354952,Thursday,Yes,Winter,58.0800048975716
26.790565159984425,83.40911891501797,1321.5871024451126,9,On,Off,39.89557266846718,Wednesday,No,Rainy,83.52194386279183
6.594933254863263,36.18872004069624,1087.1537954421165,10,Off,Off,10.851663235638204,Wednesday,Yes,Winter,34.14526815824803
25.71263957740927,72.34938232280274,2577.294093852186,10,Off,On,21.980331709175776,Wednesday,No,Rainy,84.88197974575885
5.514518222208072,45.92758942169057,1467.5819091294634,10,Off,On,25.71766512523456,Tuesday,No,Winter,53.83627092188366
23.19185421601414,86.35378065301798,1045.9882025396419,10,Off,Off,13.331525437172843,Monday,No,Rainy,73.57534118237014
27.390761203812964,77.2258772788094,2026.7819536015634,0,Off,Off,9.185147185668535,Monday,Yes,Rainy,33.99466099044404
11.126334567726657,30.13314229117616,1548.7553282685567,12,On,On,2.0306686192244463,Thursday,No,Winter,99.35456575498134
7.905134704709669,44.428059017838386,2065.514366119186,1,Off,Off,7.201940028724252,Sunday,Yes,Winter,30.0
25.640516376139946,30.798589358724783,873.7623331827539,1,On,Off,29.5687948999746,Thursday,No,Summer,90.7709541399993
33.8279592459856,23.217221129300242,1211.8240317748503,9,On,Off,24.568254055777018,Friday,No,Summer,110.55060661560505
27.22182229307861,85.48137415424715,2434.849725820977,0,On,On,33.40203172898218,Thursday,No,Rainy,63.805180888070325
10.064055942271597,46.90056589868675,1668.2207456627548,0,Off,Off,2.6787932147566362,Saturday,No,Winter,34.84827682697146
6.01692491763422,43.36752278010025,1507.3196798911058,15,On,Off,28.453607011084365,Tuesday,No,Winter,78.64266319275845
22.51297888087728,89.78831851193799,2070.991788706962,0,Off,On,17.322144187285303,Tuesday,Yes,Rainy,32.000170372144105
31.598560935723405,37.02629455103467,1045.25164034217,14,On,On,39.89048734108406,Thursday,No,Summer,120.76402517763808
23.03437229962305,86.02607365507565,1557.8912135148603,2,On,On,36.115209872585005,Saturday,No,Rainy,64.46097372319744
27.06916912167239,29.862040328207453,2005.5378896367233,1,Off,On,9.536677552722317,Tuesday,No,Summer,83.70183782407263
23.756921831003243,74.72605293620407,2243.2223748150222,12,On,On,45.47571683757618,Monday,No,Rainy,109.53319372591093
5.284098288294547,33.57455714772483,2612.9593042182687,1,On,On,13.16480750022449,Saturday,Yes,Winter,45.750042856049575
5.853964348693793,45.53035236154625,1368.2465256034802,12,Off,On,6.197868032327869,Wednesday,No,Winter,75.42452578829484
35.26128135081383,22.80160987152341,1949.9126537667264,0,On,Off,18.42685017285326,Sunday,Yes,Summer,62.43447678714033
25.02876192429179,20.279857336591355,2948.2657789581244,6,On,On,45.313881486082735,Friday,No,Summer,110.09752462533665
21.758860243373285,86.62052848916387,1387.5893711348663,6,On,Off,28.531081208262176,Saturday,Yes,Rainy,50.312485643390445
30.696279243557687,38.817706389120445,1692.6991193518056,5,Off,Off,41.05687028025102,Tuesday,Yes,Summer,46.398461923443584
23.882556820738007,70.32168758964134,2162.963189363116,3,Off,On,17.59745043202851,Sunday,Yes,Rainy,45.08324224836912
14.872353709496407,30.8436888951263,2131.470886100196,10,Off,On,46.68363090279499,Tuesday,Yes,Winter,39.064949318136584
35.53434299672699,27.4222242978514,2285.8496811900395,11,On,Off,27.77540822958982,Sunday,No,Summer,118.38494491389632
26.693597736066746,71.71846918162466,2368.3140638675623,15,Off,On,23.521094229547817,Tuesday,No,Rainy,80.2963388740505
14.5893145839112,47.46098693275017,2451.3458839796085,3,On,On,40.07775179745228,Friday,Yes,Winter,33.889090905413184
20.911044868157745,75.06680695454261,1905.9052123709637,6,On,Off,9.583393184815298,Friday,No,Rainy,76.44788943823751
19.107275073371746,85.81531950272087,2060.6276910827974,2,On,On,21.68130941748487,Wednesday,Yes,Rainy,47.359169446103365
9.784039146420083,36.89180630641911,1497.1225624840085,2,On,On,13.948294945667893,Saturday,No,Winter,69.00435255002337
26.87066318707728,38.36721403296657,2188.451329565846,5,Off,On,31.963502115118708,Sunday,No,Summer,78.57668925811701
23.97275680173488,88.94586391488986,1178.3783387316416,2,Off,Off,4.1134551012262985,Sunday,Yes,Rainy,32.936385704254235
34.26980522410419,24.896807149160672,2234.09856627931,0,On,Off,48.30839399272001,Tuesday,No,Summer,73.32817535794848
32.36180936514032,28.370324952436984,1481.0923392550737,13,On,On,47.18410434830807,Tuesday,Yes,Summer,88.94136358733435
23.86470204510111,86.31254527377817,2059.122761540657,5,Off,Off,9.368963776732532,Thursday,No,Rainy,56.23931908532288
6.807515551740069,37.909287237918896,1405.9503768097325,8,Off,Off,21.560224978420322,Monday,Yes,Winter,30.0
19.336720779622944,84.10379496255396,1874.0341538842817,14,On,On,48.43058354984399,Tuesday,No,Rainy,79.51344749646748
7.816220463267987,43.53437961259065,1649.4774501093248,14,On,On,7.16436353064,Wednesday,No,Winter,100.78930659636889
14.325416214241844,44.26505077340157,2955.108153523738,9,On,Off,6.8378438448205845,Saturday,Yes,Winter,55.443265338512
39.111660924386726,29.29573556724777,948.8320092994669,10,Off,On,14.872087254179188,Tuesday,No,Summer,97.33771695647656
5.6654012719993,39.094143715500884,1811.2255678419772,6,Off,Off,10.756555053391375,Thursday,Yes,Winter,30.0
8.491744975484359,39.515409545951286,1240.7298302079091,7,Off,On,48.767301023368006,Tuesday,Yes,Winter,30.0
27.498494044769537,72.31331566227333,1174.894087565628,12,On,On,8.751300832464516,Thursday,No,Rainy,94.33244194913884
6.810496513910894,48.78204027226603,2511.5898030560297,1,Off,On,42.900521896415235,Thursday,Yes,Winter,30.0
26.67788130904867,79.79004911552742,2943.945663109905,2,Off,Off,49.72102068598246,Thursday,No,Rainy,41.665598464804646
11.832332240116461,39.67546919820112,2399.0302999134337,0,On,Off,40.658615615248635,Wednesday,Yes,Winter,33.1239453812443
14.554435374825838,30.214383412278277,892.6076987794811,5,Off,On,14.275183647712591,Wednesday,No,Winter,64.68482257722955
29.815234650305833,28.919131540209488,1171.3432918058334,8,On,On,7.360885967350484,Tuesday,No,Summer,126.41231617545579
21.89743861732657,70.05547292862613,2891.3417459134503,4,On,On,48.12985420357353,Sunday,No,Rainy,68.9056342870341
36.804653125595095,27.403762620633984,1506.9458885471113,13,On,Off,32.46317083458508,Thursday,Yes,Summer,87.14876422434592
26.708067838074875,84.14237242610696,2685.0107312322643,11,Off,Off,37.789704019942086,Sunday,No,Rainy,71.34515807611942
9.015451473399944,46.159343816556515,944.8026979134011,1,Off,On,2.956948696880446,Wednesday,No,Winter,50.4783378534537
9.787067601589001,47.15568232286253,1259.2419767681554,5,On,On,14.539107667687118,Tuesday,Yes,Winter,44.102476638788055
27.15057527777569,78.75097036620326,958.6609191160835,10,On,Off,34.96497926483097,Friday,No,Rainy,98.28922275651068
13.608689557388729,44.564338217036365,904.5588704180769,1,Off,Off,33.31633425743778,Wednesday,Yes,Winter,30.0
11.525134240065455,42.58881457916689,847.9284757100895,8,On,Off,13.411453425633685,Wednesday,Yes,Winter,48.983377691321586
19.36497692307223,79.18595384838204,1120.3842621219303,9,Off,On,20.246929061314844,Thursday,No,Rainy,75.05578869010736
25.21189849817265,26.979534110607478,1974.8218432984524,4,On,Off,25.501577414576175,Sunday,Yes,Summer,71.00112014318753
33.05149292509641,33.38635810540822,1077.5331086762992,13,Off,Off,30.995066689526684,Saturday,Yes,Summer,55.72761858281719
14.980296391113228,49.76045786321595,1389.854748783228,1,Off,Off,25.665718658228936,Sunday,Yes,Winter,30.0
27.582257531240113,22.17605884235619,2668.2691835131036,15,Off,Off,16.49445235941541,Tuesday,No,Summer,102.20254365437343
27.922547033904006,26.22135018313442,2894.0978901911417,14,Off,Off,29.953903468154724,Thursday,Yes,Summer,69.41899466026986
10.355129982926535,34.44398454274386,1146.3503130976892,4,Off,Off,39.1491055657238,Monday,Yes,Winter,30.0
37.08508970482626,24.79693793712645,2808.606365378414,8,On,Off,7.151720262816047,Thursday,Yes,Summer,81.04093276411794
9.700256335991636,47.71535267077559,2850.477471333017,10,Off,On,17.83722126293056,Friday,No,Winter,59.00869010661347
8.953533050006687,37.27295779397237,2041.2712159105022,15,Off,Off,3.1140149952658405,Sunday,Yes,Winter,39.480252278475255
10.570720915411519,40.13298175712095,1957.0650466465215,8,On,Off,34.15070548735291,Saturday,No,Winter,62.666636178318086
26.80497146279405,20.79888334028415,2853.6966438394215,12,On,Off,43.342197680853666,Wednesday,No,Summer,113.19781040283173
22.674712004728143,72.63738821144598,1298.457366547909,3,On,On,45.69986498955472,Sunday,Yes,Rainy,50.86985363736697
26.96674749619614,77.06560898117456,2262.3606479021164,9,On,On,29.024703908456896,Saturday,No,Rainy,81.26853154604834
32.06491874111639,27.993975355669754,2945.0414812430827,3,On,On,34.53775108866458,Thursday,No,Summer,112.21289411282956
22.01555235400252,89.03712230446072,2631.8634194290685,2,Off,Off,21.774071352451603,Wednesday,Yes,Rainy,30.0
18.28550845721362,76.30947452943192,1494.6035646951389,7,On,Off,38.171001972727524,Tuesday,Yes,Rainy,47.68164255654662
18.097871893908103,73.44244539665071,2560.544829509306,10,On,Off,28.708585734841908,Wednesday,No,Rainy,82.66858025427184
6.110699154436788,30.262391729987556,1788.5028729605451,5,Off,Off,25.48777113625857,Tuesday,No,Winter,42.32571374125752
27.47646196100811,38.89621346675319,998.8872370399324,12,Off,Off,10.809921228270063,Sunday,Yes,Summer,72.82261576279157
26.0484314825749,88.64133863963342,2222.7312087275704,12,On,Off,45.900170143266536,Monday,No,Rainy,76.84820075884028
11.078573634353628,46.9245332104726,2891.9386890284477,8,On,Off,42.68886802119884,Sunday,Yes,Winter,32.28897098997893
13.626145388464792,35.40227016000642,957.2160388439862,1,Off,Off,0.8407640586063858,Monday,No,Winter,42.442018957376675
31.615535547566168,36.27616466222837,1950.0097503146928,13,On,Off,16.622130644550253,Monday,Yes,Summer,89.22115924641852
11.982803527087977,36.00301248738324,2238.945508094067,3,Off,On,16.95300019652781,Friday,No,Winter,48.91640756491097
12.875642104221015,39.07117240785211,2021.9161052046013,7,On,On,45.47159264945017,Monday,No,Winter,75.85335743330538
39.58236005209841,30.05560989758262,844.5476381319429,7,On,Off,33.6606051648639,Saturday,No,Summer,87.97785128804763
25.356862852246003,84.33704668935744,1521.9952759069095,6,On,Off,35.47798707340497,Sunday,No,Rainy,66.32572085216835
13.973331505975077,42.74898350786559,1598.431894208035,0,Off,Off,10.734948369536623,Friday,Yes,Winter,30.0
27.574739178260508,20.41799488527955,2814.591571635876,15,On,Off,3.326363048072384,Thursday,Yes,Summer,87.62362159404793
27.59739513957979,35.54018301992643,1525.2195847044886,0,On,On,39.272803116195725,Sunday,No,Summer,95.70934271087508
27.836513875204115,88.69106458613116,2399.434903357969,1,On,Off,19.774618221924605,Friday,No,Rainy,61.90974399444658
38.236065404287025,28.053360452139337,2020.4410896066572,0,Off,Off,1.4317827439727926,Sunday,No,Summer,78.0778257885238
25.807691491129447,89.18964453276209,902.6689648961492,12,Off,On,0.43041959230956106,Sunday,No,Rainy,88.54798951944188
18.522455006882986,80.2259775563219,2744.681887928399,11,Off,On,12.804207262858336,Tuesday,No,Rainy,62.663573966528
13.361063114422446,41.33305466851546,2032.4634281102515,8,Off,On,44.07172397370581,Saturday,No,Winter,56.4298522000468
38.97468011273399,27.295158076348272,2944.4869578435078,12,Off,On,15.495977536822709,Sunday,Yes,Summer,82.26342766670723
33.49464644315246,37.586462415470734,800.3573371418352,14,On,On,7.463055567958215,Wednesday,Yes,Summer,78.45451032982723
7.948357795086941,46.69487405352281,2520.2489400096756,0,On,Off,15.64080785582192,Saturday,No,Winter,45.180879159268436
13.937337680599098,38.352600658600934,1065.1721430617267,2,On,On,17.97184070783076,Friday,No,Winter,74.63433301145425
22.386015236750367,78.11296764537562,1937.4590834316432,4,Off,On,24.0357758464606,Monday,No,Rainy,67.0530519131322
21.40369822140649,88.90404507942756,1443.9668743190105,6,On,On,25.370197924316706,Thursday,No,Rainy,80.2274455778196
14.335446319943522,40.57572691301533,1939.927813235286,10,On,Off,28.53098944896909,Friday,Yes,Winter,38.3113924263893
25.512580484059182,37.058616909284204,2787.984411317856,15,Off,On,33.73615780336879,Wednesday,Yes,Summer,63.18434341714366
30.957585446124792,20.19165506355865,2451.0427818269427,0,Off,On,27.0523786446281,Tuesday,No,Summer,78.12938354083062
30.691792435889468,21.50439961136579,1196.8600984179234,11,Off,On,14.47810942965218,Tuesday,Yes,Summer,75.68448761593417
23.45767202668668,75.68953807469738,1308.4400322789375,1,Off,Off,8.195498976118841,Friday,No,Rainy,50.67515803594707
7.452836025205372,48.22411775157296,2799.271190196549,15,Off,Off,48.497060322259195,Sunday,Yes,Winter,30.0
8.016360705608772,46.13785770093584,1474.5428147346897,10,Off,Off,16.00859476490748,Friday,Yes,Winter,37.063959013472406
28.773335975589017,20.361724492532048,1687.596612342309,7,Off,Off,36.61083398836707,Sunday,Yes,Summer,50.410816240619205
35.5785473107873,35.3772351478116,839.9317195925591,15,On,On,6.496907913470418,Thursday,Yes,Summer,90.00323358624473
36.235707556017765,39.607639520773574,1792.456303936121,12,Off,Off,44.197627386414105,Saturday,No,Summer,74.31434379412931
36.17324287926864,24.36455525676627,2871.0144002640095,12,Off,On,0.8987559725156136,Tuesday,Yes,Summer,80.4403869892778
14.411286251805826,34.908065941694296,993.3650269438518,7,On,Off,19.16559912254268,Saturday,No,Winter,68.66236744649346
6.5580219250330485,35.285232736020106,1981.0183612182307,7,Off,Off,7.768647062702061,Saturday,Yes,Winter,32.473448563698014
37.135006880169286,33.662863097054924,2014.864019220538,14,On,On,23.30217984407174,Sunday,No,Summer,144.38643506130305
6.628443502254583,32.994072134284465,876.4720356307437,6,Off,Off,17.3406512717311,Tuesday,No,Winter,37.6928897810236
9.605676594788141,42.48017560538294,2554.6970020507288,2,On,On,15.315007999445502,Sunday,Yes,Winter,51.70041534999275
28.598632480512144,38.01317757530158,1518.7685946348383,7,Off,Off,19.194891955031306,Thursday,Yes,Summer,58.88073290916514
21.672572949750197,84.33200520054105,1061.4142602959657,14,On,On,29.73962273774705,Friday,No,Rainy,83.30718967569001
27.684992545111623,82.36716991359395,1484.5868236187657,10,Off,On,12.021952086799464,Tuesday,Yes,Rainy,48.982609939772374
